7:31        87          1,12        19,7        0,98        0,88        0           27          14          78          22,5        25,7        0,157       0,046       0           97          44          121         34          59          
7:34        87          1,06        18,5        0,92        0,87        0           25          19          80          21,8        25,0        0,157       0,046       0           97          45          120         35          56          
7:38        87          0,93        16,3        0,84        0,90        0           23          17          81          22,7        25,1        0,159       0,045       0           100         43          122         34          56          
7:41        87          1,05        18,5        0,95        0,90        0           26          21          79          22,6        25,0        0,159       0,045       0           99          45          122         34          57          
7:45        87          0,82        14,4        0,74        0,89        0           18          15          85          20,3        22,7        0,154       0,050       0           96          47          118         38          57          
7:48        87          1,20        21,0        1,12        0,93        0           29          15          77          22,8        24,4        0,158       0,048       0           99          45          121         35          57          
7:52        87          0,97        17,0        0,90        0,93        0           24          19          80          23,0        24,8        0,160       0,046       0           99          45          122         35          57          
7:54        87          1,12        19,7        1,03        0,92        0           27          21          78          22,3        24,3        0,158       0,047       0           99          45          121         36          54          
7:57        87          1,02        17,9        0,95        0,93        0           26          22          78          23,8        25,6        0,162       0,044       0           100         44          123         34          54          
8:00        87          1,17        20,6        1,12        0,95        0           31          22          75          24,3        25,6        0,162       0,045       0           102         44          124         34          58          
8:03        87          1,05        18,4        1,01        0,96        0           28          19          77          24,5        25,5        0,162       0,045       0           101         44          124         34          59          
8:07        87          1,11        19,5        1,09        0,98        0           28          17          77          23,6        24,2        0,160       0,048       0           100         46          122         36          59          
8:10        87          0,80        14,1        0,78        0,97        0           19          17          84          22,0        22,7        0,158       0,050       0           98          47          120         38          54          
8:13        87          1,23        21,5        1,18        0,96        0           30          21          75          22,8        23,7        0,159       0,048       0           98          47          121         36          54          
8:16        87          1,14        19,9        1,11        0,97        0           29          22          76          23,9        24,6        0,162       0,047       0           100         45          123         35          53          
8:18        87          1,32        23,2        1,30        0,98        0           36          25          71          25,1        25,6        0,164       0,045       0           102         44          124         34          60          
8:22        87          0,87        15,2        0,89        1,03        0           25          17          80          26,8        26,1        0,166       0,044       0           104         43          126         33          60          
8:25        87          1,15        20,1        1,17        1,02        0           30          18          75          24,6        24,2        0,162       0,048       0           100         47          123         36          60          
8:28        87          1,15        20,2        1,15        1,00        0           29          19          76          23,9        23,9        0,161       0,048       0           100         47          122         36          59          
8:31        87          1,21        21,2        1,23        1,02        0           32          20          74          25,1        24,6        0,163       0,047       0           102         45          124         35          59          
8:34        87          1,14        20,0        1,18        1,03        0           31          21          75          25,4        24,6        0,164       0,047       0           103         45          124         35          59          
8:37        87          1,06        18,7        1,09        1,03        0           29          20          76          25,6        24,9        0,164       0,046       0           103         45          125         35          59          
8:40        87          1,21        21,3        1,27        1,05        0           32          20          74          25,0        23,8        0,163       0,048       0           102         45          123         36          57          
8:43        87          0,88        15,4        0,92        1,05        0           25          19          80          26,3        25,2        0,166       0,045       0           104         44          126         34          58          
8:47        87          1,22        21,4        1,25        1,02        0           32          18          74          24,5        23,9        0,162       0,049       0           102         46          123         36          58          
8:50        87          1,06        18,7        1,08        1,01        0           27          19          78          23,6        23,3        0,161       0,049       0           101         47          122         37          58          
8:53        87          1,05        18,5        1,06        1,01        0           26          19          79          23,1        22,9        0,160       0,050       0           98          48          121         38          59          
8:56        87          1,28        22,4        1,28        1,00        0           32          20          74          23,3        23,3        0,160       0,050       0           99          47          121         37          59          
8:59        87          1,26        22,2        1,30        1,03        0           33          20          73          24,5        23,8        0,162       0,049       0           100         46          123         36          60          
9:02        87          1,25        21,9        1,29        1,03        0           34          24          73          25,1        24,3        0,164       0,047       0           103         45          124         35          60          
9:04        87          1,30        22,9        1,38        1,06        0           37          24          70          26,7        25,1        0,166       0,046       0           105         44          126         34          61          
9:07        87          0,93        16,3        0,97        1,04        0           22          18          82          21,8        20,8        0,157       0,054       0           100         48          119         41          61          
9:11        87          1,24        21,7        1,31        1,06        0           32          19          74          24,1        22,8        0,161       0,051       0           101         48          122         38          59          
9:13        87          1,22        21,5        1,28        1,04        0           33          23          73          25,2        24,2        0,164       0,048       0           102         45          124         36          58          
9:17        87          1,09        19,1        1,15        1,06        0           28          17          77          24,5        23,1        0,162       0,050       0           102         47          123         37          58          
9:19        87          1,37        24,1        1,43        1,04        0           37          25          70          24,9        24,0        0,163       0,048       0           102         46          124         36          56          
9:22        87          1,21        21,2        1,28        1,05        0           33          23          73          25,8        24,5        0,165       0,047       0           102         45          125         35          56          
9:24        87          1,26        22,1        1,34        1,06        0           37          26          70          27,1        25,5        0,167       0,045       0           105         44          126         34          63          
9:26        87          1,31        23,0        1,41        1,08        0           38          25          69          27,1        25,1        0,167       0,046       0           106         44          126         34          63          
9:29        87          1,05        18,4        1,13        1,08        0           29          21          76          26,2        24,3        0,166       0,047       0           104         46          125         36          64          
9:33        87          0,85        15,0        0,88        1,03        0           21          17          83          22,3        21,6        0,159       0,052       0           99          49          120         40          64          
9:35        87          1,49        26,1        1,54        1,04        0           40          25          67          25,2        24,3        0,164       0,048       0           103         45          124         36          62          
9:38        87          1,36        23,9        1,46        1,07        0           39          20          68          27,2        25,4        0,166       0,046       0           106         44          126         34          61          
9:40        87          1,35        23,6        1,45        1,08        0           40          29          67          27,9        25,8        0,168       0,044       0           107         43          127         33          61          
9:42        87          1,19        20,9        1,31        1,10        0           36          27          70          28,4        25,8        0,169       0,044       0           107         43          128         33          61          
9:45        87          1,21        21,2        1,34        1,11        0           37          26          70          28,5        25,7        0,169       0,045       0           106         44          128         34          61          
9:47        87          1,33        23,4        1,48        1,11        0           40          26          67          28,1        25,4        0,168       0,045       0           107         43          127         34          61          
9:49        87          1,25        21,9        1,39        1,11        0           38          26          69          28,5        25,6        0,169       0,045       0           107         43          128         34          61          
9:52        87          1,17        20,5        1,30        1,11        0           37          27          70          29,3        26,3        0,170       0,043       0           107         43          129         33          61          
9:54        87          1,25        22,0        1,40        1,12        0           38          26          69          28,5        25,6        0,169       0,045       0           107         43          128         34          61          
9:57        87          1,17        20,5        1,29        1,10        0           34          20          73          27,1        24,5        0,167       0,047       0           105         45          126         35          61          
10:00       87          1,15        20,1        1,26        1,10        0           33          21          73          26,7        24,3        0,166       0,048       0           105         44          125         35          60          
10:02       87          1,34        23,6        1,45        1,08        0           39          25          68          27,0        24,9        0,167       0,046       0           105         45          126         35          60          
10:05       87          1,25        21,9        1,36        1,09        0           36          23          70          27,4        25,1        0,167       0,046       0           105         44          126         34          59          
10:07       87          1,28        22,5        1,40        1,09        0           39          27          68          28,4        26,0        0,169       0,044       0           107         43          128         33          59          
10:10       87          1,07        18,7        1,19        1,11        0           32          22          74          28,0        25,2        0,168       0,046       0           106         44          127         34          60          
10:12       87          1,32        23,2        1,43        1,09        0           38          26          69          27,0        24,9        0,167       0,046       0           106         44          126         35          60          
10:15       87          0,92        16,2        1,00        1,08        0           27          18          78          27,8        25,7        0,168       0,045       0           104         44          127         34          61          
10:18       87          1,54        27,0        1,59        1,03        0           41          25          66          25,2        24,4        0,163       0,048       0           104         45          124         35          61          
10:20       87          1,18        20,8        1,26        1,07        0           35          24          71          27,6        25,9        0,168       0,044       0           105         44          127         33          61          
10:23       87          1,27        22,3        1,38        1,08        0           37          24          70          27,4        25,3        0,167       0,046       0           105         44          126         34          61          
10:25       87          1,19        20,9        1,29        1,09        0           36          26          71          27,8        25,7        0,168       0,045       0           106         44          127         34          60          
10:27       87          1,27        22,2        1,40        1,11        0           39          28          68          29,0        26,2        0,170       0,044       0           108         42          128         33          60          
10:29       87          1,41        24,7        1,57        1,12        0           44          29          64          29,0        26,0        0,170       0,044       0           108         43          128         33          61          
10:32       87          1,21        21,2        1,36        1,12        0           38          26          69          29,7        26,4        0,171       0,044       0           108         43          129         33          61          
10:34       87          1,19        20,9        1,33        1,12        0           36          24          70          28,6        25,6        0,169       0,045       0           107         44          128         34          61          
10:36       87          1,30        22,8        1,47        1,13        0           41          27          67          29,4        26,1        0,170       0,044       0           107         43          128         33          61          
10:39       87          1,19        20,9        1,36        1,14        0           38          25          69          30,2        26,5        0,171       0,044       0           109         41          129         33          61          
10:42       87          1,08        18,9        1,22        1,13        0           33          20          73          28,7        25,4        0,169       0,046       0           107         43          127         34          61          
10:44       87          1,35        23,7        1,50        1,11        0           41          28          66          28,4        25,7        0,169       0,045       0           107         43          128         34          59          
10:46       87          1,39        24,4        1,56        1,12        0           45          29          63          30,5        27,3        0,171       0,042       0           108         42          129         32          59          
10:48       87          1,15        20,1        1,29        1,13        0           38          27          69          31,2        27,7        0,173       0,041       0           110         41          130         31          59          
10:51       87          1,13        19,9        1,27        1,12        0           34          21          73          27,9        24,9        0,168       0,047       0           106         44          127         35          64          
10:54       87          1,22        21,3        1,34        1,10        0           36          23          71          27,4        25,0        0,167       0,046       0           106         44          126         35          61          
10:56       87          1,19        20,9        1,30        1,09        0           35          24          71          27,8        25,5        0,168       0,045       0           106         43          127         34          61          
10:58       87          1,26        22,1        1,37        1,09        0           38          25          69          28,4        26,0        0,169       0,044       0           107         43          127         33          61          
11:01       87          1,24        21,8        1,36        1,09        0           36          23          70          27,4        25,0        0,167       0,046       0           106         43          126         34          59          
11:04       87          1,23        21,6        1,35        1,09        0           36          20          70          27,8        25,4        0,167       0,046       0           107         43          126         34          61          
11:06       87          1,30        22,9        1,41        1,08        0           39          26          68          28,3        26,1        0,169       0,044       0           107         43          127         33          61          
11:09       87          1,28        22,4        1,40        1,10        0           41          27          67          29,7        27,1        0,171       0,043       0           109         41          129         32          61          
11:11       87          1,46        25,5        1,61        1,11        0           46          28          62          29,9        27,1        0,171       0,043       0           109         41          129         32          61          
11:13       87          1,31        23,1        1,45        1,11        0           43          29          65          30,8        27,9        0,172       0,041       0           110         40          130         31          61          
11:15       87          1,34        23,4        1,48        1,11        0           44          27          64          30,8        27,7        0,172       0,042       0           109         41          130         31          61          
11:17       87          1,19        20,9        1,32        1,11        0           39          26          68          30,7        27,7        0,172       0,042       0           110         40          130         31          61          
11:20       87          1,30        22,8        1,44        1,11        0           42          27          66          30,4        27,5        0,171       0,042       0           109         41          129         31          60          
11:22       87          1,33        23,4        1,47        1,10        0           44          29          64          31,1        28,2        0,172       0,041       0           110         40          130         31          60          
11:24       87          1,32        23,2        1,47        1,11        0           43          27          65          30,3        27,2        0,171       0,043       0           109         41          129         32          60          
11:26       87          1,24        21,8        1,38        1,11        0           39          23          68          29,7        26,8        0,170       0,043       0           109         42          129         32          60          
0:00        25          1,26        22,2        1,37        1,09        0           41          28          67          30,1        27,8        0,171       0,041       0           108         41          129         31          58          
0:03        25          1,03        18,1        1,13        1,09        0           34          22          72          31,3        28,6        0,172       0,040       0           110         40          130         30          58          
0:06        25          1,03        18,1        1,07        1,03        0           30          24          75          27,1        26,2        0,167       0,043       0           104         44          127         33          58          
0:08        25          1,25        21,9        1,29        1,03        0           36          23          70          27,2        26,4        0,167       0,044       0           104         44          126         33          63          
0:11        25          1,32        23,1        1,36        1,03        0           38          24          69          27,1        26,2        0,167       0,044       0           105         43          126         33          63          
0:13        25          1,38        24,2        1,43        1,04        0           41          27          67          27,8        26,7        0,168       0,043       0           107         42          127         32          57          
0:16        25          1,30        22,8        1,39        1,07        0           41          26          66          29,8        27,9        0,171       0,041       0           108         41          129         31          57          
0:18        25          1,19        20,8        1,30        1,09        0           39          27          68          30,6        28,0        0,172       0,041       0           108         42          130         31          62          
0:20        25          1,28        22,5        1,41        1,10        0           43          28          65          31,3        28,4        0,173       0,041       0           110         40          130         30          62          
0:22        25          1,24        21,8        1,40        1,12        0           43          28          65          32,3        28,7        0,174       0,040       0           111         40          131         30          60          
0:24        25          1,17        20,5        1,32        1,13        0           41          29          67          32,6        28,9        0,174       0,040       0           111         40          132         30          60          
0:27        25          1,14        20,1        1,33        1,17        0           40          24          67          32,8        28,1        0,174       0,041       0           112         40          131         31          60          
0:29        25          1,16        20,3        1,37        1,18        0           41          27          66          33,3        28,2        0,175       0,041       0           112         40          132         31          59          
0:31        25          1,12        19,7        1,37        1,22        0           42          29          66          34,9        28,7        0,176       0,040       0           113         39          133         30          59          
0:33        25          1,07        18,7        1,29        1,21        0           40          27          68          34,7        28,8        0,176       0,040       0           113         40          133         30          61          
0:36        25          0,77        13,5        0,93        1,21        0           30          19          76          36,0        29,7        0,177       0,039       0           113         40          134         29          61          
0:39        25          0,92        16,2        1,07        1,16        0           30          22          75          30,2        26,0        0,171       0,044       0           109         43          129         33          61          
0:41        25          1,06        18,5        1,22        1,16        0           37          27          70          32,3        27,9        0,174       0,041       0           111         41          131         31          64          
0:44        25          0,94        16,5        1,09        1,16        0           34          25          73          33,0        28,5        0,175       0,040       0           111         41          132         30          64          
0:46        25          0,99        17,3        1,15        1,16        0           35          26          71          33,3        28,6        0,175       0,040       0           112         40          132         30          64          
0:48        25          1,02        17,9        1,20        1,18        0           37          26          70          33,9        28,7        0,176       0,040       0           112         40          132         30          60          
0:51        25          0,91        16,0        1,09        1,20        0           34          25          72          35,2        29,4        0,177       0,039       0           113         39          133         29          60          
0:53        25          0,82        14,4        1,01        1,23        0           32          22          74          36,0        29,2        0,177       0,039       0           113         40          134         30          60          
0:56        25          0,95        16,7        1,15        1,21        0           36          27          70          35,5        29,3        0,177       0,039       0           113         40          133         29          60          
0:59        25          0,64        11,3        0,78        1,21        0           24          19          80          35,2        29,0        0,177       0,039       0           113         40          133         30          60          
1:02        25          0,96        16,8        1,12        1,16        0           32          21          74          31,2        26,8        0,172       0,043       0           111         41          130         32          60          
1:04        25          0,81        14,2        0,96        1,18        0           30          24          75          34,4        29,1        0,176       0,039       0           112         40          133         30          62          
1:07        25          0,86        15,0        1,03        1,20        0           32          24          74          34,3        28,5        0,176       0,040       0           113         39          133         30          62          
1:09        25          0,89        15,6        1,07        1,20        0           33          25          73          35,0        29,1        0,177       0,039       0           113         39          133         30          60          
1:12        25          0,90        15,8        1,09        1,21        0           35          25          72          35,7        29,5        0,177       0,039       0           114         38          134         29          60          
1:15        25          0,67        11,8        0,83        1,24        0           25          18          79          35,1        28,4        0,177       0,040       0           112         41          133         30          60          
1:18        25          0,80        14,0        0,95        1,19        0           30          22          76          34,6        29,0        0,176       0,040       0           112         39          133         30          58          
